window_start,k_mgl,mg_mgl,ca_mgl,nh4_ugl,no3_ugl,Sample_ID
1991-06-11,0.7728571428571429,1.61625,5.595714285714285,NA,58.333333333333336,MPR
1991-08-13,0.8411111111111111,2.61,9.283333333333333,NA,80.42857142857143,MPR
1991-10-15,0.72125,1.975,6.5337499999999995,NA,118.88888888888889,MPR
1991-12-17,0.7444444444444445,1.9277777777777778,8.153333333333332,NA,128.11111111111111,MPR
1992-02-18,0.9533333333333334,2.8133333333333335,9.7325,NA,108.375,MPR
1992-04-21,0.8288888888888889,1.8177777777777777,7.38,NA,54.375,MPR
1992-06-23,0.7744444444444444,2.088888888888889,8.1466666666666665,NA,38.111111111111114,MPR
1992-08-25,0.8466666666666667,2.39,9.634444444444444,NA,52.55555555555556,MPR
1992-10-27,0.70625,1.77125,7.395,NA,33.57142857142857,MPR
1992-12-29,0.7255555555555555,1.9188888888888889,7.552222222222222,NA,NA,MPR
1993-03-02,0.8055555555555556,2.371111111111111,9.314444444444444,NA,81.33333333333333,MPR
1993-05-04,0.8555555555555555,1.9933333333333334,7.9944444444444445,NA,42,MPR
1993-07-06,0.7675,2.01,8.5875,NA,63,MPR
1993-09-07,0.7211111111111111,1.9766666666666666,8.001111111111111,NA,49.111111111111114,MPR
1993-11-09,0.6577777777777778,1.6811111111111112,7.39625,NA,28.833333333333332,MPR
1994-01-11,0.5700000000000001,1.6344444444444444,6.863333333333333,NA,6.333333333333333,MPR
1994-03-15,0.7277777777777777,2.2044444444444444,9.652222222222223,NA,18.5,MPR
1994-05-17,0.8633333333333333,2.3433333333333333,8.848888888888888,NA,19.625,MPR
1994-07-19,0.8666666666666667,2.5,9.666666666666666,NA,119,MPR
1994-09-20,0.7844444444444444,1.8944444444444444,8.686666666666667,NA,NA,MPR
1994-11-22,0.7066666666666667,2.18,7.808333333333334,NA,43,MPR
